question,RII2000,RII2001,RIII&RIV2002,RR2006,RR2007,RR2008,RR2009,RR2012,RR2014,RR2018,conflict
在正常的情形下，(他/她)這份工作平均每週大約工作幾個小時?,,,,,,,,a26a/在正常的情形下，(他/她)這份工作平均每週大約工作幾個小時,a33b/在正常的情形下，(他/她)這份工作平均每週大約工作幾個小時?,,
請問(他/她)是由人力派遣公司付薪水的嗎?,,,,,,,,a26c/請問(他/她)是由人力派遣公司付薪水的嗎,a33a/請問(他/她)是由人力派遣公司付薪水的嗎?,,
請問(他/她)目前沒有工作，是屬於下列哪一種情況,,,,,,,,a27a/請問(他/她)目前沒有工作，是屬於下列哪一種情況,a34a/請問(他/她)目前沒有工作，是屬於下列哪一種情況?,,
請問(他/她)目前不打算找工作的原因是什麼,,,,,,,,a27b/請問(他/她)目前不打算找工作的原因是什麼,a34b/請問(他/她)目前不打算找工作的原因是什麼?,,
您有沒有以下的親人定居在台灣以外地區 (1) 父母或配偶父母,,,,,,,,b03z01/您有沒有以下的親人定居在台灣以外地區 (1) 父母或配偶父母,b03z01/您有沒有以下的親人定居在台灣以外地區?(請唸出小題) 1 父母或配偶父母,,
您有沒有以下的親人定居在台灣以外地區 (2) 子女或子女的配偶,,,,,,,,b03z02/您有沒有以下的親人定居在台灣以外地區 (2) 子女或子女的配偶,b03z02/您有沒有以下的親人定居在台灣以外地區?(請唸出小題) 2 子女或子女的配偶,,
您有沒有以下的親人定居在台灣以外地區 (7) 其他親人,,,,,,,,b03z05/您有沒有以下的親人定居在台灣以外地區 (7) 其他親人,b03z05/您有沒有以下的親人定居在台灣以外地區?(請唸出小題) 5 其他親人(請說明),,
請問您的配偶有接受這個新的工作機會嗎?,,,,,,,,b05f/請問您的配偶有接受這個新的工作機會嗎,b12f/請問您的配偶有接受這個新的工作機會嗎?,b10c/請問您有接受這個新的工作機會嗎?,V
請問您的配偶有接受這個新的工作機會嗎,,,,,,,,b05f/請問您的配偶有接受這個新的工作機會嗎,b12f/請問您的配偶有接受這個新的工作機會嗎?,b10f/請問您配偶/同居伴侶有接受這個新的工作機會嗎?,V
請問您的配偶有接受這個新的工作機會嗎,,,,,,,,b05f/請問您的配偶有接受這個新的工作機會嗎,b12f/請問您的配偶有接受這個新的工作機會嗎?,,V
請問您是由人力派遣公司發放薪水的嗎?,,,,,,,,,a09a/請問您是由人力派遣公司付薪水的嗎?,a10a01/請問您是由人力派遣公司發放薪水的嗎?,
在正常的情形下，您這份工作平均每週大約工作幾個小時?,,,,,,,,,a09b/在正常的情形下，您這份工作平均每週大約工作幾個小時?,a10b/在正常的情形下，您這份工作平均每週大約工作幾個小時?,
請問您是從什麼時候開始做目前這份工作的?民國__年,,,,,,,,,a10a01/請問您是從什麼時候開始做目前這份工作的?民國__年,a12a01/請問您是從什麼時候開始做目前這份工作的?民國__年,
請問您是從什麼時候開始做目前這份工作的?民國__年,,,,,,,,,a10a01/請問您是從什麼時候開始做目前這份工作的?民國__年,a12a02/請問您是從什麼時候開始做目前這份工作的?__月,V
請問您是從什麼時候開始做目前這份工作的?__月,,,,,,,,,a10a02/請問您是從什麼時候開始做目前這份工作的?__月,a12a02/請問您是從什麼時候開始做目前這份工作的?__月,V
在您開始做這份工作時，平均每個月的總收入有多少元?__元(無法明確回答數字者續問A10c，否則跳至A10d),,,,,,,,,a10b/在您開始做這份工作時，平均每個月的總收入有多少元?__元(無法明確回答數字者續問A10c，否則跳至A10d),a12b/在您開始做這份工作時，平均每個月的總收入有多少?,
在您開始做這份工作時，您平均每週大約工作幾個小時?,,,,,,,,,a10d/在您開始做這份工作時，您平均每週大約工作幾個小時?,a12d/在您開始做這份工作時，您平均每週大約工作幾個小時?,V
請確認上次訪問時，受訪者是否有工作?,,,,,,,,,a10e/請確認上次訪問時，受訪者是否有工作?,a11a/請確認上次訪問時，受訪者是否有工作?,V
您目前的這份工作最主要是以何種方式找到的?,,,,,,,,,a10e/請確認上次訪問時，受訪者是否有工作?,a12e/您目前的這份工作最主要是以何種方式找到的?,V
您目前的主要工作，跟上一次訪問時的主要工作比較起來，是否公司/機構換了?,,,,,,,,,a11a01/您目前的主要工作，跟上一次訪問時的主要工作比較起來，是否公司/機構換了?,a11z01/您目前的主要工作，跟上一次訪問時的主要工作比較起來，公司/機構換了?,
您目前的主要工作，跟上一次訪問時的主要工作比較起來，是否公司老闆/機構負責人換人?,,,,,,,,,a11a05/您目前的主要工作，跟上一次訪問時的主要工作比較起來，是否公司老闆/機構負責人換人?,a11z05/您目前的主要工作，跟上一次訪問時的主要工作比較起來，公司老闆/機構負責人換人?,
請確認上次訪問時，受訪者是否有工作?,,,,,,,,,a11a07/您目前的主要工作，跟上一次訪問時的主要工作比較起來，是否上次訪問時沒有工作?,a11a/請確認上次訪問時，受訪者是否有工作?,V
您目前的主要工作，跟上一次訪問時的主要工作比較起來，是否上次訪問時沒有工作?,,,,,,,,,a11a07/您目前的主要工作，跟上一次訪問時的主要工作比較起來，是否上次訪問時沒有工作?,a11z06/您目前的主要工作，跟上一次訪問時的主要工作比較起來，沒有改變?,V
您目前的這份工作最主要是以何種方式找到的?,,,,,,,,,a11b/您目前的這份工作最主要是以何種方式找到的?,a11a/請確認上次訪問時，受訪者是否有工作?,V
在您離開當時，您那份工作平均每週大約工作幾個小時?,,,,,,,,,a12d/在您離開當時，您那份工作平均每週大約工作幾個小時?,a13d/在您離開當時，您那份工作平均每週大約工作幾個小時?,
請問從上次訪問您以來，您個人的婚姻狀況有沒有改變(例如，從單身變已婚、離婚後再婚),,,,,,,,,a16a/請問從上次訪問您以來，您個人的婚姻狀況有沒有改變(例如，從單身變已婚、離婚後再婚),a17b/請問從上次訪問您以來，您個人的婚姻狀況有沒有改變?,
從上次訪問您以後，您的個人婚姻狀況變化成為同居，是在民國幾年__?(答完A16c後，跳至A26),,,,,,,,,a16c01/從上次訪問您以後，您的個人婚姻狀況變化成為同居，是在民國幾年__?(答完A16c後，跳至A26),a17d/請問您目前有沒有同居的伴侶?,
從上次訪問您以後，您的個人婚姻狀況變化成為分居╱離婚╱喪偶，是在民國幾年__?(答完A16d後，跳至B.居住安排),,,,,,,,,a16d01/從上次訪問您以後，您的個人婚姻狀況變化成為分居╱離婚╱喪偶，是在民國幾年__?(答完A16d後，跳至B.居住安排),a17c01/請問您現在這個婚姻狀態(離婚/喪偶/已婚/分居)是在民國__年發生的?,
從上次訪問您以後，您的個人婚姻狀況變化成為分居╱離婚╱喪偶，是在民國幾月__?(答完A16d後，跳至B.居住安排),,,,,,,,,a16d02/從上次訪問您以後，您的個人婚姻狀況變化成為分居╱離婚╱喪偶，是在民國幾月__?(答完A16d後，跳至B.居住安排),a17c02/請問您現在這個婚姻狀態(離婚/喪偶/已婚/分居)是在__月發生的?,
請問您結婚前是否有工作?,,,,,,,,,a17a/請問您結婚前是否有工作?,a18a/請問您結婚前是否有工作?,V
請問您結婚前是否有工作?,,,,,,,,,a17a/請問您結婚前是否有工作?,a21a/請問您的(先生/太太)結婚前是否有工作?,V
請問您是否因為結婚而辭去工作?,,,,,,,,,a17b/請問您是否因為結婚而辭去工作?,a18b/請問您是否因為結婚而辭去工作?,V
請問剛結婚時，您從事的工作是__職業,,,,,,,,,a18a/請問剛結婚時，您從事什麼樣的工作?,a19a/請問剛結婚時，您從事的工作是__職業,
請問剛結婚時，您當時為誰工作?,,,,,,,,,a18b/請問剛結婚時，您當時為誰工作?,a19b/請問剛結婚時，您當時為誰工作?,
請問剛結婚時，當時的工作收入?,,,,,,,,,a19z01/請問剛結婚時，當時的工作收入?,a20z01/請問剛結婚時，您當時的工作收入:,
請問剛結婚時，若有酬，每月約__元,,,,,,,,,a19z02/請問剛結婚時，若有酬，每月約__元,a20z02/請問剛結婚時，若有酬，每月約__元,
請問您結婚前是否有工作?,,,,,,,,,a20a/請問您的(先生/太太)結婚前是否有工作?,a18a/請問您結婚前是否有工作?,V
請問您的(先生/太太)結婚前是否有工作?,,,,,,,,,a20a/請問您的(先生/太太)結婚前是否有工作?,a18a/請問您結婚前是否有工作?,V
請問您的(先生/太太)結婚前是否有工作?,,,,,,,,,a20a/請問您的(先生/太太)結婚前是否有工作?,a21a/請問您的(先生/太太)結婚前是否有工作?,V
請問您的(先生/太太)結婚前是否有工作?,,,,,,,,,a20a/請問您的(先生/太太)結婚前是否有工作?,a21a/請問您的(先生/太太)結婚前是否有工作?,V
請問您是否因為結婚而辭去工作?,,,,,,,,,a20b/請問您的(先生/太太)是否因為結婚而辭去工作?,a18b/請問您是否因為結婚而辭去工作?,V
請問您的(先生/太太)是否因為結婚而辭去工作?,,,,,,,,,a20b/請問您的(先生/太太)是否因為結婚而辭去工作?,a18b/請問您是否因為結婚而辭去工作?,V
請問您的(先生/太太)是否因為結婚而辭去工作?,,,,,,,,,a20b/請問您的(先生/太太)是否因為結婚而辭去工作?,a21b/請問您的(先生/太太)是否因為結婚而辭去工作?,
您(先生/太太)當時為誰工作?,,,,,,,,,a21b/您(先生/太太)當時為誰工作?,a22b/您(先生/太太)當時為誰工作?,
請問剛結婚時，(他/她)當時的工作收入:,,,,,,,,,a22z01/請問剛結婚時，(他/她)當時的工作收入?,a23z01/請問剛結婚時，(他/她)當時的工作收入:,
請問剛結婚時，(他/她)若有酬，每月約__元,,,,,,,,,a22z02/請問剛結婚時，(他/她)若有酬，每月約__元,a23z02/請問剛結婚時，(他/她)若有酬，每月約__元,
請問您結婚的時候:男方是否準備聘金?,,,,,,,,,a23a01/請問您結婚的時候:男方是否準備聘金?,a24a01/請問您結婚的時候，男方是否準備聘金?,
請問您結婚的時候:男方若有準備聘金，當時大約是__元,,,,,,,,,a23a02/請問您結婚的時候:男方若有準備聘金，當時大約是__元,a24a02/請問您結婚的時候，男方若有準備聘金，當時大約是__元,
請問您結婚的時候:女方是否準備嫁妝?,,,,,,,,,a23b01/請問您結婚的時候:女方是否準備嫁妝?,a24b01/請問您結婚的時候，女方是否準備嫁妝?,
請問您結婚的時候:女方若有準備嫁妝，當時折合現金大約是__元,,,,,,,,,a23b02/請問您結婚的時候:女方若有準備嫁妝，當時折合現金大約是__元,a24b02/請問您結婚的時候，女方若有準備嫁妝，當時折合現金大約是__元,
請問剛結婚時，您們住在哪裡?,,,,,,,,,a24z01/請問剛結婚時，您們住在哪裡?,a25z01/請問剛結婚時，您們住在哪裡?,
請問剛結婚時，您們住在哪裡，持續共__年,,,,,,,,,a24z02/請問剛結婚時，您們住在哪裡，持續共__年,a25z02/請問剛結婚時，您們住在哪裡，持續共__年,
請問您與您的(先生/太太)是如何認識結婚的?,,,,,,,,,a25a/請問您與您的(先生/太太)是如何認識結婚的?,a26a/請問您與您的(先生/太太)是如何認識結婚的?,
請問當初您的父母是否贊成這門親事?,,,,,,,,,a25b/請問當初您的父母是否贊成這門親事?,a26b/請問當初您的父母是否贊成這門親事?,
請問(他/她)過去這一個月之內有沒有在找工作或準備開始創業(不含兼差)?,,,,,,,,,a35a01/請問(他/她)過去這一個月之內有沒有在找工作或準備開始創業(不含兼差)?,a36z01/請問您配偶過去這一個月之內有沒有在找工作或準備開始創業(不含兼差)?,
請問您的配偶從開始找工作到目前為止已找了多久?__月,,,,,,,,,a35a02/請問您的配偶從開始找工作到目前為止已找了多久?__月,a36z02/您配偶若有，從開始找工作到目前為止已找了__月,
請問您的配偶從開始找工作到目前為止已找了多久?又__週,,,,,,,,,a35a03/請問您的配偶從開始找工作到目前為止已找了多久?又__週,a36z03/您配偶若有，從開始找工作到目前為止已找了__週,
請問您在上一次訪問之後，是否有搬遷(搬住的地方)過?,,,,,,,,,b04a/請問您在上一次訪問之後，是否有搬遷(搬住的地方)過?,b01a/請問您在上一次訪問之後，是否有搬遷(搬住的地方)過?,
請問您(上次訪問)之後，總共搬遷幾次?,,,,,,,,,b04b/請問您(上次訪問)之後，總共搬遷幾次?,b01b/請問您之後，總共搬遷幾次?,
請問您最近一次搬遷 (搬家)是什麼時候?民國__年,,,,,,,,,b04c01/請問您最近一次搬遷 (搬家)是什麼時候?民國__年,b01c01/請問您最近一次搬遷是什麼時候?民國__年,
請問您最近一次搬遷是什麼時候?__月,,,,,,,,,b04c02/請問您最近一次搬遷是什麼時候?__月,b01c02/請問您最近一次搬遷是什麼時候?__月,
您平日常用的交通工具:順位1,,,,,,,,,b09z01/您平日常用的交通工具:順位1__,b05z01/您平日常用的交通工具:順位1,
您平日常用的交通工具:順位2,,,,,,,,,b09z02/您平日常用的交通工具:順位2__,b05z02/您平日常用的交通工具:順位2,
請問上一次訪問之後您有沒有新的工作機會或工作變動的機會?,,,,,,,,,b12a/請問上一次訪問之後您有沒有新的工作機會或工作變動的機會?,b10a/請問上一次訪問之後，您有沒有新的工作機會或工作變動的機會?,
